"Time","F ext","Out 1","R","Theta"
"507.187","7870.21","8.51562","0.495803","88.8413"
"508.125","7871.17","8.51562","0.49594","88.8396"
"509.062","7871.18","8.51562","0.49595","88.8396"
"510","7871.2","8.51562","0.495953","88.8397"
"510.937","7871.23","8.51562","0.495958","88.8394"
"511.875","7941.88","8.59375","0.496268","88.8407"
"512.812","7943.13","8.59375","0.496414","88.8388"
"513.75","7943.18","8.59375","0.496429","88.839"
"514.687","7943.25","8.59375","0.496434","88.8395"
"515.625","7943.25","8.59375","0.496439","88.8392"
"516.562","8013.83","8.67188","0.496733","88.8404"
"517.5","8014.74","8.67188","0.496868","88.8386"
"518.437","8014.77","8.67188","0.496882","88.8386"
"519.375","8014.79","8.67188","0.496887","88.8387"
"520.312","8014.79","8.67188","0.49689","88.8386"
"521.25","8085.5","8.75","0.497187","88.8399"
"522.187","8086.32","8.75","0.497321","88.8385"
"523.125","8086.37","8.75","0.497332","88.8386"
"524.062","8086.45","8.75","0.497338","88.8389"
"525","8086.47","8.75","0.497339","88.839"
"525.937","8157.65","8.82812","0.497633","88.8405"
"526.875","8158.42","8.82812","0.497771","88.839"
"527.812","8158.39","8.82812","0.497787","88.8388"
"528.75","8158.36","8.82812","0.497795","88.8385"
"529.687","8158.33","8.82812","0.497804","88.8382"
"530.625","8228.95","8.90625","0.498095","88.8395"
"531.562","8230.16","8.90625","0.498231","88.838"
"532.5","8230.19","8.90625","0.498245","88.8379"
"533.437","8230.23","8.90625","0.498254","88.8378"
"534.375","8230.24","8.90625","0.498261","88.8376"
"535.312","8299.8","8.98438","0.498546","88.8389"
"536.25","8301.14","8.98438","0.498682","88.8372"
"537.187","8301.12","8.98438","0.498693","88.8369"
"538.125","8301.13","8.98438","0.4987","88.8368"
"539.062","8301.16","8.98438","0.498707","88.8368"
"540","8371.74","9.0625","0.498999","88.8379"
"540.937","8373.03","9.0625","0.49914","88.8365"
"541.875","8373.08","9.0625","0.499152","88.8366"
"542.812","8373.17","9.0625","0.49916","88.8368"
"543.75","8373.19","9.0625","0.499165","88.8369"
"544.687","8442.83","9.14062","0.499455","88.8379"
"545.625","8444.06","9.14062","0.499596","88.8365"
"546.562","8444.01","9.14062","0.499611","88.8365"
"547.5","8444.06","9.14062","0.499614","88.8361"
"548.437","8444.04","9.14062","0.499623","88.8361"
"549.375","8515.02","9.21875","0.499921","88.8373"
"550.312","8515.81","9.21875","0.500051","88.8357"
"551.25","8515.84","9.21875","0.500066","88.8358"
"552.187","8515.89","9.21875","0.500069","88.8359"
"553.125","8515.92","9.21875","0.500074","88.836"
"554.062","8586.29","9.29688","0.500376","88.837"
"555","8587.62","9.29688","0.500517","88.8353"
"555.937","8587.56","9.29688","0.500528","88.8351"
"556.875","8587.58","9.29688","0.500536","88.8349"
"557.812","8587.58","9.29688","0.500543","88.8347"
"558.75","8658.28","9.375","0.500836","88.8356"
"559.687","8659.09","9.375","0.500972","88.8341"
"560.625","8659.06","9.375","0.500998","88.8338"
"561.562","8659.11","9.375","0.501011","88.8338"
"562.5","8659.08","9.375","0.501019","88.8338"
"563.437","8728.85","9.45312","0.50131","88.8346"
"564.375","8729.93","9.45312","0.501452","88.8331"
"565.312","8730.02","9.45312","0.501464","88.8332"
"566.25","8730.03","9.45312","0.501465","88.8335"
"567.187","8730.05","9.45312","0.501476","88.8334"
"568.125","8800.22","9.53125","0.501775","88.8343"
"569.062","8801.43","9.53125","0.501915","88.8328"
"570","8801.41","9.53125","0.501927","88.8327"
"570.937","8801.44","9.53125","0.50193","88.8326"
"571.875","8801.44","9.53125","0.501934","88.8327"
"572.812","8871.21","9.60938","0.502227","88.8337"
"573.75","8872.19","9.60938","0.502365","88.8323"
"574.687","8872.25","9.60938","0.502389","88.8324"
"575.625","8872.3","9.60938","0.502398","88.8326"
"576.562","8872.3","9.60938","0.502399","88.8326"
"577.5","8942.23","9.6875","0.502692","88.8334"
"578.437","8943.1","9.6875","0.502823","88.8316"
"579.375","8943.1","9.6875","0.502836","88.8315"
"580.312","8943.08","9.6875","0.502843","88.8314"
"581.25","8943.13","9.6875","0.502856","88.8315"
"582.187","9013.64","9.76562","0.503159","88.8323"
"583.125","9014.59","9.76562","0.503294","88.8306"
"584.062","9014.64","9.76562","0.503307","88.8307"
"585","9014.65","9.76562","0.503318","88.8308"
"585.937","9014.67","9.76562","0.503329","88.8309"
"586.875","9085.12","9.84375","0.503632","88.8316"
"587.812","9086.21","9.84375","0.503775","88.8303"
"588.75","9086.22","9.84375","0.503786","88.8302"
"589.687","9086.25","9.84375","0.503797","88.8302"
"590.625","9086.24","9.84375","0.503807","88.83"
"591.562","9156.27","9.92188","0.504108","88.8304"
"592.5","9157.01","9.92188","0.504246","88.8288"
"593.437","9157.07","9.92188","0.504259","88.8289"
"594.375","9157.1","9.92188","0.504268","88.829"
"595.312","9157.15","9.92188","0.504275","88.829"
"596.25","9226.79","10","0.504592","88.8299"
"597.187","9228.01","10","0.504742","88.8283"
"598.125","9228.02","10","0.50476","88.8279"
"599.062","9228.04","10","0.504768","88.828"
